nameseq,k1,k2,label
AJ248287.2/214684-214738,0.7266115702479339,0.9149519890260631,cdbox
BA000001.2/530081-530027,0.731900826446281,0.9135802469135803,cdbox
AP006878.1/1829976-1829923,0.7153635116598079,0.8992524029903881,cdbox
DQ223723.1/12457-12515,0.7158862395863257,0.8983353151010702,cdbox
nameseq,k1,k2,label
AJ248287.2/214684-214738,0.7266115702479339,0.9149519890260631,cdbox
BA000001.2/530081-530027,0.731900826446281,0.9135802469135803,cdbox
AP006878.1/1829976-1829923,0.7153635116598079,0.8992524029903881,cdbox
DQ223723.1/12457-12515,0.7158862395863257,0.8983353151010702,cdbox
