nameseq,k1,k2,label
AF468960.1/1-128,0.7423095703125,0.9202058404116809,cdbox
AJ248283.1/230575-230449,0.730733461466923,0.9227765180146132,cdbox
BA000001.2/215834-215709,0.7323003275384228,0.91968,cdbox
AP006878.1/47908-47779,0.7286390532544378,0.9192957154017186,cdbox
nameseq,k1,k2,label
AF468960.1/1-128,0.7423095703125,0.9202058404116809,cdbox
AJ248283.1/230575-230449,0.730733461466923,0.9227765180146132,cdbox
BA000001.2/215834-215709,0.7323003275384228,0.91968,cdbox
AP006878.1/47908-47779,0.7286390532544378,0.9192957154017186,cdbox
