nameseq,k1,k2,label
AF357365.1/1-59,0.7319735708129848,0.9096313912009513,cdbox
X97582.1/2-71,0.7408163265306122,0.9090527200168032,cdbox
AF270686.1/237-307,0.7252529260067447,0.9155102040816326,cdbox
X67247.1/3039-3107,0.7342995169082125,0.907871972318339,cdbox
nameseq,k1,k2,label
AF357365.1/1-59,0.7319735708129848,0.9096313912009513,cdbox
X97582.1/2-71,0.7408163265306122,0.9090527200168032,cdbox
AF270686.1/237-307,0.7252529260067447,0.9155102040816326,cdbox
X67247.1/3039-3107,0.7342995169082125,0.907871972318339,cdbox
