nameseq,k1,k2,label
AC235267.1/40198-40265,0.7279411764705882,0.9030964580084652,cdbox
AC007233.7/16999-17076,0.7366863905325444,0.9175240344071514,cdbox
AJ010674.1/1-79,0.7280884473642044,0.9125575279421434,cdbox
DQ108823.1/555-632,0.7366863905325444,0.9175240344071514,cdbox
nameseq,k1,k2,label
AC235267.1/40198-40265,0.7279411764705882,0.9030964580084652,cdbox
AC007233.7/16999-17076,0.7366863905325444,0.9175240344071514,cdbox
AJ010674.1/1-79,0.7280884473642044,0.9125575279421434,cdbox
DQ108823.1/555-632,0.7366863905325444,0.9175240344071514,cdbox
