nameseq,k1,k2,label
AJ494930.1/3-84,0.7364663890541344,0.9202865416857187,cdbox
AJ490373.1/3-94,0.7445652173913044,0.9204202391015578,cdbox
AJ494931.1/3-84,0.7364663890541345,0.9129705837524767,cdbox
AJ494932.1/3-84,0.7373587150505652,0.9230300259106844,cdbox
nameseq,k1,k2,label
AJ494930.1/3-84,0.7364663890541344,0.9202865416857187,cdbox
AJ490373.1/3-94,0.7445652173913044,0.9204202391015578,cdbox
AJ494931.1/3-84,0.7364663890541345,0.9129705837524767,cdbox
AJ494932.1/3-84,0.7373587150505652,0.9230300259106844,cdbox
