nameseq,k1,k2,label
CR382122.1/550657-550747,0.685665982369279,0.9007407407407407,cdbox
AJ575660.1/48834-48920,0.7216276919011758,0.9204975662520282,cdbox
AF064269.1/1-88,0.6916322314049587,0.8991940811203594,cdbox
U19028.1/2512-2416,0.7046444893187374,0.9066840277777778,cdbox
nameseq,k1,k2,label
CR382122.1/550657-550747,0.685665982369279,0.9007407407407407,cdbox
AJ575660.1/48834-48920,0.7216276919011758,0.9204975662520282,cdbox
AF064269.1/1-88,0.6916322314049587,0.8991940811203594,cdbox
U19028.1/2512-2416,0.7046444893187374,0.9066840277777778,cdbox
