nameseq,average,median,maximum,minimum,peak,none_levated_peak,sample_standard_deviation,population_standard_deviation,percentile15,percentile25,percentile50,percentile75,amplitude,variance,interquartile_range,semi_interquartile_range,coefficient_of_variation,skewness,kurtosis,label
Oa1877,14770.0,298.72099982233783,1160820.0,25.27915920330571,0.00295644324080343,0.643514681362477,104782.54412830411,105184.78186118283,129.381943396961,170.49411711612524,298.72099982233783,774.3204363465306,1160794.7208407966,11063838335.184616,603.8263192304054,301.9131596152027,7.094281931503326,0.41432318103837623,0.10280665988473518,real
Oa1953,41854.000000000015,356.9630252986613,4480820.0,58.801069683769015,0.0011070228253771042,0.5172905522013355,382384.329048668,383767.278694969,158.2758829177813,189.27227408476784,356.9630252986613,1285.5947595829398,4480761.198930317,147277324196.94202,1096.322485498172,548.161242749086,9.136147776763698,0.325565410156386,0.07185000886848153,real
Oa1973,30029.99999999999,476.5116507634258,3046100.0,37.38221339875485,0.0017205017205017212,0.5623675640905436,248461.25265320545,249266.63970105816,242.98877914975142,304.1645681800861,476.5116507634258,1518.5312113013292,3046062.617786601,62133857667.85714,1214.3666431212432,607.1833215606216,8.273767987119731,0.35683819549706297,0.07557538493650431,real
Oa2055,123681.99999999994,1156.5783188247308,11341700.0,448.5120105138708,0.00035305595532629394,0.25431328952701826,1003446.3259078683,1007298.3413228064,653.9023695928959,751.5469094638258,1156.5783188247308,3920.7699871347777,11341251.487989485,1014649948431.6769,3169.223077670952,1584.611538835476,8.11311529493272,0.3663138282069655,0.08714519852116445,real
Oa2102,18656.99999999999,335.23478641939585,1816723.0,23.54741697322298,0.0023940969430598,0.6011467869577171,157220.03506550938,157809.9809846511,132.94600486111057,170.7287436655089,335.23478641939585,771.4018829155639,1816699.4525830268,24903990098.37594,600.673139250055,300.3365696250275,8.426865791151283,0.34960745058884646,0.039199231918698826,real
Oa2133,28041.000000000007,279.8113386349884,3300611.0,35.769218645076236,0.0016761171142255977,0.6130898065854287,277501.7234360897,278491.03753096156,122.25068807006137,188.36745035839567,279.8113386349884,1122.354830176398,3300575.230781355,77557257985.07143,933.9873798180024,466.9936899090012,9.896284848475077,0.30011909458744596,0.0824832650380802,real
bOaHACA33,26827.999999999993,415.59493137812944,2530912.0,98.58111018285103,0.0016773520202773226,0.5244386649757656,220488.27418255145,221309.46240367353,160.78378004663927,213.71791438272126,415.59493137812944,1193.484105331206,2530813.4188898173,48977878149.402985,979.7661909484847,489.88309547424234,8.218587825501398,0.3593715606856344,0.07506711367373259,real
bOaHACA62i,113787.00000000003,1149.1812417143776,13550723.0,205.30740266378655,0.0004716414587489489,0.350838616771662,1074037.4084136921,1077388.547316473,471.08769612891206,573.5622760651942,1149.1812417143776,3984.6357927578238,13550517.692597337,1160766081888.7,3411.0735166926297,1705.5367583463149,9.439016833326232,0.3146198201549989,0.10330625648504967,real
bOaHACA70,49782.00000000003,692.4377929885541,4042772.0,106.78242964970661,0.0009307246260361839,0.3779163479978423,358531.2691049415,359827.95062175504,341.2214991420686,415.09252746367196,692.4377929885541,2064.1050285426772,4042665.2175703505,129476154048.65218,1649.0125010790052,824.5062505395026,7.2020262164023405,0.41075548860406125,0.05654053091561985,real
Oa1858,29523.999999999985,458.71399961938164,2906256.0,16.0,0.0015354739646840996,0.5231278262829274,251037.70129604038,251965.75511281364,140.71118516597852,246.24006052054074,458.71399961938164,1423.9171359315274,2906240.0,63486741749.57037,1177.6770754109866,588.8385377054933,8.502835025607657,0.34734168434053114,0.06151445448191494,real
Oa1968,43422.0,388.57735453132295,4547860.0,70.36512618935772,0.0010670474260359572,0.4817521928992219,387904.350455109,389307.2640776289,163.9002166712563,184.7289485356811,388.57735453132295,1069.032364009141,4547789.63487381,151560145863.6087,884.30341547346,442.15170773673,8.933359828085049,0.33281469461463653,0.043536823781745074,real
Oa2161,69643.99999999997,667.9028090155846,7261096.0,72.76570788634714,0.0006509294890203514,0.3836631306986591,624036.4809720663,626343.462891443,309.5148978377107,381.0456548034958,667.9028090155846,2899.191211334518,7261023.234292113,392306133506.8444,2518.145556531022,1259.072778265511,8.960376787261882,0.3315964657236375,0.11635334881670856,real
Oa1744,174286.00000000023,1145.5373645678592,33355428.0,111.04479048995628,0.00048196642300586326,0.4941192823569604,2116614.884223391,2120827.0573134427,547.430758307276,691.1303669518401,1145.5373645678592,2715.4219229013133,33355316.95520951,4497907407032.797,2024.2915559494731,1012.1457779747366,12.144491721787109,0.24540193484318168,0.0641729641451907,real
Oa1860,25202.999999999985,346.0984770490652,2031499.0,35.0,0.001825179542118003,0.5430439108302202,181476.75986748276,182137.87957927652,157.51298012504188,194.71383156338632,346.0984770490652,1226.3747309104226,2031464.0,33174207177.635036,1031.6608993470363,515.8304496735182,7.200601510434586,0.4109104913670791,0.11543034827944539,real
Oa1867,16245.000000000004,239.44267649313625,1354155.0,33.37844776565742,0.0027290448343079915,0.6788282388187156,119647.90051647375,120100.25714131127,84.63382747068913,102.29899359220911,239.44267649313625,616.7117850876672,1354121.6215522343,14424071765.40909,514.4127914954581,257.20639574772906,7.365213943765696,0.40131646074232136,0.07295453875454393,real
Oa1870,33795.99999999999,673.0258159776574,1958304.0,99.50017478628814,0.0013413816230717643,0.4073825216755962,195723.96493020467,196447.53103899912,270.30206630895276,354.91025363522874,673.0258159776574,1586.1656414725135,1958204.4998252138,38591632451.31852,1231.2553878372846,615.6276939186423,5.791335215120272,0.5076993130989454,0.05814963540753909,real
Oa1949,24978.000000000015,388.3201665149121,2042932.0,51.04639298528582,0.001761550164144446,0.548919104177262,182770.70803605265,183466.97992136254,163.11297835712588,211.55114892206734,388.3201665149121,1226.699257910194,2042880.9536070146,33660132721.46565,1015.1481089881268,507.5740544940634,7.317267516856935,0.40361521981905274,0.11196373878604951,real
Oa1957,60161.99999999997,948.183945758541,4976908.0,201.96680561464635,0.000725818068991501,0.3400022714450762,443872.5293076831,445576.460829495,430.02678760945025,504.8673291895212,948.183945758541,3196.4893323790857,4976706.0331943855,198538382445.33847,2691.6220031895646,1345.8110015947823,7.377955009934565,0.40020824996715887,0.08731155873432579,real
Oa1969,33615.00000000001,393.2233614565067,3353259.0,39.185646700885876,0.0013585205017601265,0.5150820982864095,287524.37931417226,288579.5181969679,195.49456631003648,224.618094996842,393.2233614565067,1238.9467769712528,3353219.8143532993,83278138322.79411,1014.3286819744108,507.1643409872054,8.553454687317334,0.3466326234782622,0.10291908855389117,real
Oa2002,8430.0,226.52553546030998,639092.0,20.632473725146927,0.0055357848952155,0.7715718112130157,56179.90662149592,56381.63045409267,109.14478650594675,156.5835921350013,226.52553546030998,718.1885017353673,639071.3675262749,3178888252.6618705,561.604909600366,280.802454800183,6.6642831104977365,0.43806451227176785,0.04938990455009638,real
Oa2163,13487.000000000004,324.4922170487324,740731.0,34.468739189001305,0.0033859766194607142,0.6118748821274149,76413.93650375566,76694.35556173226,121.3724873040472,151.5375240651431,324.4922170487324,1215.47225815584,740696.531260811,5882024175.029412,1063.934734090697,531.9673670453485,5.665747497868735,0.5167581354340127,0.07912222244591147,real
bOaHACA22,41660.0,458.5529023767409,2747640.0,141.25077974980118,0.0010801728276524244,0.4005417964960581,262151.0279133004,263127.38521427504,227.5021613019521,266.53474038050166,458.5529023767409,1380.6443733975752,2747498.74922025,69236020849.70149,1114.1096330170735,557.0548165085368,6.2926314909577625,0.47150050212181016,0.08210712765723216,real
bOaHACA28,57731.999999999935,776.7934438718949,4452576.0,47.074488108832035,0.0007794637289544802,0.37859546410497924,405808.35679418925,407319.75255374954,398.1437334832501,514.4735342002591,776.7934438718949,2848.5433405881345,4452528.925511891,165909380820.44775,2334.0698063878754,1167.0349031939377,7.029175445059754,0.4210500272054297,0.06367090799321744,real
bOaHACA36A,49004.000000000015,434.01949626777156,4315496.0,50.72250634716157,0.0009250945501047531,0.41855469076537427,379353.28026524297,380755.70013221126,135.5803952562341,212.68796839112338,434.01949626777156,1526.0874452027913,4315445.277493653,144974903183.17038,1313.399476811668,656.699738405834,7.741271738332439,0.3841009135582449,0.09240804185341606,real
bOaHACA56,11338.000000000005,348.93834121031887,684340.0,12.29288621173338,0.0038513553242782365,0.6048748864944714,63552.943362207865,63796.909492906896,111.94715306432738,170.60463916543614,348.93834121031887,966.896070408781,684327.7071137882,4070045660.8461537,796.291431243345,398.1457156216725,5.605304583013568,0.5187357694588414,0.09606591577713072,real
bOa1860i,24407.000000000007,435.7586923682278,1671875.0,67.92932908630627,0.00187104792340995,0.48576955996596954,155210.94820920334,155780.53158464353,170.20472730062116,245.52239493734766,435.7586923682278,1494.069055979893,1671807.0706709137,24267574020.794117,1248.5466610425453,624.2733305212727,6.359280051182173,0.46332893879345016,0.08251400322636884,real
bOa1964i1,21333.99999999998,439.99999999999994,1357620.0,64.8390269700279,0.0021874316427611656,0.5574907801522982,131202.83736261193,131673.94421899517,172.81244847350618,236.92187638470557,439.99999999999994,1253.6216273778361,1357555.16097303,17338027586.18705,1016.6997509931306,508.3498754965653,6.149940815721948,0.47774881443121936,0.10104534349609023,real
bOa1964i2,16645.999999999993,402.3593449528384,582116.0,20.675600970749283,0.0028034763106251762,0.5797781970864881,83334.6327285361,83633.86037971934,152.75958323743717,211.75214299148107,402.3593449528384,1269.0076905856395,582095.3243990293,6994622602.014388,1057.2555475941583,528.6277737970792,5.006285758052153,0.584761945539296,0.09492744013383517,real
Oa1809,36486.999999999985,373.51053786715767,4138251.0,36.953092473959366,0.0012515873233389066,0.5633081610189844,352670.6200805505,353964.8285402096,166.52751662649436,198.2861979180977,373.51053786715767,1657.4618598718798,4138214.046907526,125291099843.5,1459.175661953782,729.587830976891,9.665651330077853,0.3072001528271716,0.11969632659994772,real
