nameseq,AB.1,AD.1,ASSD.1,MAXD.1,MIND.1,AS.1,APL.1,TALU.1,TU.1,NE.1,MOT3.1,MOT4.1,AB.2,AD.2,ASSD.2,MAXD.2,MIND.2,AS.2,APL.2,TALU.2,TU.2,NE.2,MOT3.2,MOT4.2,AB.3,AD.3,ASSD.3,MAXD.3,MIND.3,AS.3,APL.3,TALU.3,TU.3,NE.3,MOT3.3,MOT4.3,AB.4,AD.4,ASSD.4,MAXD.4,MIND.4,AS.4,APL.4,TALU.4,TU.4,NE.4,MOT3.4,MOT4.4,AB.5,AD.5,ASSD.5,MAXD.5,MIND.5,AS.5,APL.5,TALU.5,TU.5,NE.5,MOT3.5,MOT4.5,AB.6,AD.6,ASSD.6,MAXD.6,MIND.6,AS.6,APL.6,TALU.6,TU.6,NE.6,MOT3.6,MOT4.6,AB.7,AD.7,ASSD.7,MAXD.7,MIND.7,AS.7,APL.7,TALU.7,TU.7,NE.7,MOT3.7,MOT4.7,AB.8,AD.8,ASSD.8,MAXD.8,MIND.8,AS.8,APL.8,TALU.8,TU.8,NE.8,MOT3.8,MOT4.8,AB.9,AD.9,ASSD.9,MAXD.9,MIND.9,AS.9,APL.9,TALU.9,TU.9,NE.9,MOT3.9,MOT4.9,AB.10,AD.10,ASSD.10,MAXD.10,MIND.10,AS.10,APL.10,TALU.10,TU.10,NE.10,MOT3.10,MOT4.10,label
AK096147.1/2648-2777,62.49090909090909,4.690909090909092,0.45682599928834067,12.0,2.0,2.4707211113189924,3.3144781144781144,0.03333333333333333,0.041237113402061855,127.0,283.0,1019.0,5.690909090909092,1.9999999999999998,0.24075096631695173,10.0,0.0,2.6076809620810595,1.7976931348623157e+308,0.0,0.0,127.0,26.0,32.0,0.01818181818181819,0.6181818181818182,0.48633093525179943,8.0,0.0,1.6677792429772549,1.7976931348623157e+308,0.0,0.0,127.0,1.0,0.0,0.0,0.29090909090909095,1.0,8.0,0.0,1.2887305561214075,1.7976931348623157e+308,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hacabox
AB061840.1/3761-3890,62.49090909090909,4.690909090909092,0.45682599928834067,12.0,2.0,2.4707211113189924,3.3144781144781144,0.03333333333333333,0.041237113402061855,127.0,283.0,1019.0,5.690909090909092,1.9999999999999998,0.24075096631695173,10.0,0.0,2.6076809620810595,1.7976931348623157e+308,0.0,0.0,127.0,26.0,32.0,0.01818181818181819,0.6181818181818182,0.48633093525179943,8.0,0.0,1.6677792429772549,1.7976931348623157e+308,0.0,0.0,127.0,1.0,0.0,0.0,0.29090909090909095,1.0,8.0,0.0,1.2887305561214075,1.7976931348623157e+308,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hacabox
AJ609473.1/1-130,62.49090909090909,4.690909090909092,0.45682599928834067,12.0,2.0,2.4707211113189924,3.3144781144781144,0.03333333333333333,0.041237113402061855,127.0,283.0,1019.0,5.690909090909092,1.9999999999999998,0.24075096631695173,10.0,0.0,2.6076809620810595,1.7976931348623157e+308,0.0,0.0,127.0,26.0,32.0,0.01818181818181819,0.6181818181818182,0.48633093525179943,8.0,0.0,1.6677792429772549,1.7976931348623157e+308,0.0,0.0,127.0,1.0,0.0,0.0,0.29090909090909095,1.0,8.0,0.0,1.2887305561214075,1.7976931348623157e+308,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hacabox
AC116119.12/257476-257604,49.959183673469376,5.142857142857142,0.13963632866436354,12.0,1.0,2.8926366759023696,3.0816326530612246,0.04474206349206349,0.0528169014084507,126.0,274.0,1023.0,16.979591836734695,2.8163265306122445,0.04645199600529053,10.0,0.0,2.980709882491391,1.7976931348623157e+308,0.0,0.0,126.0,49.0,94.0,0.0816326530612245,0.7755102040816326,0.3666666666666662,7.0,0.0,1.6569618881783215,1.7976931348623157e+308,0.0,0.0,126.0,2.0,1.0,0.0,0.16326530612244897,0.0,4.0,0.0,0.7914579359047067,1.7976931348623157e+308,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hacabox
AF357393.1/1-105,58.387755102040806,4.204081632653062,0.23472230821620996,8.0,1.0,2.1944232828596486,3.432823129251701,0.030555555555555555,0.04128440366972477,102.0,212.0,708.0,3.469387755102041,1.8367346938775506,-0.0018456569385170275,8.0,0.0,2.2888098571671964,1.7976931348623157e+308,0.0,0.0,102.0,23.0,25.0,0.0,0.12244897959183676,0.0,3.0,0.0,0.5935934519285302,1.7976931348623157e+308,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hacabox
nameseq,AB.1,AD.1,ASSD.1,MAXD.1,MIND.1,AS.1,APL.1,TALU.1,TU.1,NE.1,MOT3.1,MOT4.1,AB.2,AD.2,ASSD.2,MAXD.2,MIND.2,AS.2,APL.2,TALU.2,TU.2,NE.2,MOT3.2,MOT4.2,AB.3,AD.3,ASSD.3,MAXD.3,MIND.3,AS.3,APL.3,TALU.3,TU.3,NE.3,MOT3.3,MOT4.3,AB.4,AD.4,ASSD.4,MAXD.4,MIND.4,AS.4,APL.4,TALU.4,TU.4,NE.4,MOT3.4,MOT4.4,AB.5,AD.5,ASSD.5,MAXD.5,MIND.5,AS.5,APL.5,TALU.5,TU.5,NE.5,MOT3.5,MOT4.5,AB.6,AD.6,ASSD.6,MAXD.6,MIND.6,AS.6,APL.6,TALU.6,TU.6,NE.6,MOT3.6,MOT4.6,AB.7,AD.7,ASSD.7,MAXD.7,MIND.7,AS.7,APL.7,TALU.7,TU.7,NE.7,MOT3.7,MOT4.7,AB.8,AD.8,ASSD.8,MAXD.8,MIND.8,AS.8,APL.8,TALU.8,TU.8,NE.8,MOT3.8,MOT4.8,AB.9,AD.9,ASSD.9,MAXD.9,MIND.9,AS.9,APL.9,TALU.9,TU.9,NE.9,MOT3.9,MOT4.9,AB.10,AD.10,ASSD.10,MAXD.10,MIND.10,AS.10,APL.10,TALU.10,TU.10,NE.10,MOT3.10,MOT4.10,label
AK096147.1/2648-2777,62.49090909090909,4.690909090909092,0.45682599928834067,12.0,2.0,2.4707211113189924,3.3144781144781144,0.03333333333333333,0.041237113402061855,127.0,283.0,1019.0,5.690909090909092,1.9999999999999998,0.24075096631695173,10.0,0.0,2.6076809620810595,1.7976931348623157e+308,0.0,0.0,127.0,26.0,32.0,0.01818181818181819,0.6181818181818182,0.48633093525179943,8.0,0.0,1.6677792429772549,1.7976931348623157e+308,0.0,0.0,127.0,1.0,0.0,0.0,0.29090909090909095,1.0,8.0,0.0,1.2887305561214075,1.7976931348623157e+308,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hacabox
AB061840.1/3761-3890,62.49090909090909,4.690909090909092,0.45682599928834067,12.0,2.0,2.4707211113189924,3.3144781144781144,0.03333333333333333,0.041237113402061855,127.0,283.0,1019.0,5.690909090909092,1.9999999999999998,0.24075096631695173,10.0,0.0,2.6076809620810595,1.7976931348623157e+308,0.0,0.0,127.0,26.0,32.0,0.01818181818181819,0.6181818181818182,0.48633093525179943,8.0,0.0,1.6677792429772549,1.7976931348623157e+308,0.0,0.0,127.0,1.0,0.0,0.0,0.29090909090909095,1.0,8.0,0.0,1.2887305561214075,1.7976931348623157e+308,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hacabox
AJ609473.1/1-130,62.49090909090909,4.690909090909092,0.45682599928834067,12.0,2.0,2.4707211113189924,3.3144781144781144,0.03333333333333333,0.041237113402061855,127.0,283.0,1019.0,5.690909090909092,1.9999999999999998,0.24075096631695173,10.0,0.0,2.6076809620810595,1.7976931348623157e+308,0.0,0.0,127.0,26.0,32.0,0.01818181818181819,0.6181818181818182,0.48633093525179943,8.0,0.0,1.6677792429772549,1.7976931348623157e+308,0.0,0.0,127.0,1.0,0.0,0.0,0.29090909090909095,1.0,8.0,0.0,1.2887305561214075,1.7976931348623157e+308,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hacabox
AC116119.12/257476-257604,49.959183673469376,5.142857142857142,0.13963632866436354,12.0,1.0,2.8926366759023696,3.0816326530612246,0.04474206349206349,0.0528169014084507,126.0,274.0,1023.0,16.979591836734695,2.8163265306122445,0.04645199600529053,10.0,0.0,2.980709882491391,1.7976931348623157e+308,0.0,0.0,126.0,49.0,94.0,0.0816326530612245,0.7755102040816326,0.3666666666666662,7.0,0.0,1.6569618881783215,1.7976931348623157e+308,0.0,0.0,126.0,2.0,1.0,0.0,0.16326530612244897,0.0,4.0,0.0,0.7914579359047067,1.7976931348623157e+308,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hacabox
