nameseq,average,median,maximum,minimum,peak,none_levated_peak,sample_standard_deviation,population_standard_deviation,percentile15,percentile25,percentile50,percentile75,amplitude,variance,interquartile_range,semi_interquartile_range,coefficient_of_variation,skewness,kurtosis,label
AACD01000006.1/37257-37396,188.99999999999986,109.079733189501,1327.169977139915,0.09552330118146692,0.24691358024691376,3.917837755752724,219.70434679359437,220.49323388043078,28.13251569682203,52.1550924824069,109.079733189501,272.9209676007764,1327.0744538387337,48617.26618705035,220.7658751183695,110.38293755918475,1.16245686134177,1.0912883788173051,0.26961556237198314,cdbox
AM920430.1/196085-195955,178.74999999999994,130.26499157063506,1277.380278522272,1.4132466314761134,0.24428904428904435,3.696679021580781,210.79166254859325,211.6008465702129,32.82895602565067,63.605252324521665,130.26499157063506,219.18292512087373,1275.9670318907959,44774.91826923078,155.57767279635206,77.78883639817603,1.1792540562159066,0.6900416436279271,0.24219418269976786,cdbox
ABKH01000411.1/150082-150224,193.75000000000003,124.97705466161104,1056.25,0.2545365616202696,0.24602150537634404,3.837006265329811,198.7608487605142,199.45948307193603,40.96300876939964,70.9107893202778,124.97705466161104,231.24512402227887,1055.9954634383798,39784.08538732394,160.33433470200106,80.16716735100053,1.025862445215557,1.0380255332062873,0.19284189105869423,cdbox
ABBS02000005.1/49246-49105,203.49999999999997,155.5905381527295,778.781221418691,3.1420796032676064,0.23259623259623263,3.6714846605986375,176.9272449341819,177.55353802514955,46.02867617966602,82.91363881013771,155.5905381527295,277.4056250281184,775.6391418154234,31525.258865248226,194.49198621798067,97.24599310899033,0.8694213510279211,0.8123586935142709,0.25044055685760197,cdbox
nameseq,average,median,maximum,minimum,peak,none_levated_peak,sample_standard_deviation,population_standard_deviation,percentile15,percentile25,percentile50,percentile75,amplitude,variance,interquartile_range,semi_interquartile_range,coefficient_of_variation,skewness,kurtosis,label
AACD01000006.1/37257-37396,188.99999999999986,109.079733189501,1327.169977139915,0.09552330118146692,0.24691358024691376,3.917837755752724,219.70434679359437,220.49323388043078,28.13251569682203,52.1550924824069,109.079733189501,272.9209676007764,1327.0744538387337,48617.26618705035,220.7658751183695,110.38293755918475,1.16245686134177,1.0912883788173051,0.26961556237198314,cdbox
AM920430.1/196085-195955,178.74999999999994,130.26499157063506,1277.380278522272,1.4132466314761134,0.24428904428904435,3.696679021580781,210.79166254859325,211.6008465702129,32.82895602565067,63.605252324521665,130.26499157063506,219.18292512087373,1275.9670318907959,44774.91826923078,155.57767279635206,77.78883639817603,1.1792540562159066,0.6900416436279271,0.24219418269976786,cdbox
ABKH01000411.1/150082-150224,193.75000000000003,124.97705466161104,1056.25,0.2545365616202696,0.24602150537634404,3.837006265329811,198.7608487605142,199.45948307193603,40.96300876939964,70.9107893202778,124.97705466161104,231.24512402227887,1055.9954634383798,39784.08538732394,160.33433470200106,80.16716735100053,1.025862445215557,1.0380255332062873,0.19284189105869423,cdbox
ABBS02000005.1/49246-49105,203.49999999999997,155.5905381527295,778.781221418691,3.1420796032676064,0.23259623259623263,3.6714846605986375,176.9272449341819,177.55353802514955,46.02867617966602,82.91363881013771,155.5905381527295,277.4056250281184,775.6391418154234,31525.258865248226,194.49198621798067,97.24599310899033,0.8694213510279211,0.8123586935142709,0.25044055685760197,cdbox
