nameseq,k1,k2,label
AAHK01012838.1/375-440,1.9215831662780904,3.679739261958692,hacabox
AC013353.9/110996-110931,1.9941822755773035,3.891298491566587,hacabox
AAHK01012125.1/639-574,1.8999911664082805,3.6436082535648957,hacabox
FR796458.1/633590-633657,1.9937476689633171,3.8835666256880996,hacabox
FR799579.1/612347-612414,1.9874601819486437,3.8915079536827184,hacabox
nameseq,k1,k2,label
AAHK01012838.1/375-440,1.9215831662780904,3.679739261958692,hacabox
AC013353.9/110996-110931,1.9941822755773035,3.891298491566587,hacabox
AAHK01012125.1/639-574,1.8999911664082805,3.6436082535648957,hacabox
FR796458.1/633590-633657,1.9937476689633171,3.8835666256880996,hacabox
FR799579.1/612347-612414,1.9874601819486437,3.8915079536827184,hacabox
