nameseq,k1,k2,label
AJ629276.1/1-140,1.9903640451710434,3.8546168323478747,hacabox
AJ629274.1/1-140,1.9812631639132379,3.884636491406791,hacabox
AC093546.2/141131-141273,1.9846027968308841,3.9299969160525214,hacabox
AC093546.2/140954-141096,1.9793647209371472,3.871849558341852,hacabox
AC093546.2/141558-141700,1.9891890937312136,3.8561332288502674,hacabox
nameseq,k1,k2,label
AJ629276.1/1-140,1.9903640451710434,3.8546168323478747,hacabox
AJ629274.1/1-140,1.9812631639132379,3.884636491406791,hacabox
AC093546.2/141131-141273,1.9846027968308841,3.9299969160525214,hacabox
AC093546.2/140954-141096,1.9793647209371472,3.871849558341852,hacabox
AC093546.2/141558-141700,1.9891890937312136,3.8561332288502674,hacabox
