nameseq,k1,k2,label
Z72815.1/1165-1361,1.9372604871397745,3.794496195185381,hacabox
AABY01000137.1/29506-29307,1.9208786445478212,3.7521571557952935,hacabox
AACA01000278.1/3590-3786,1.9143587675210356,3.7546518607040937,hacabox
AACH01000553.1/3305-3502,1.942635677989034,3.837741388398266,hacabox
AACI02000653.1/4337-4144,1.9278562088196187,3.78308230342112,hacabox
nameseq,k1,k2,label
Z72815.1/1165-1361,1.9372604871397745,3.794496195185381,hacabox
AABY01000137.1/29506-29307,1.9208786445478212,3.7521571557952935,hacabox
AACA01000278.1/3590-3786,1.9143587675210356,3.7546518607040937,hacabox
AACH01000553.1/3305-3502,1.942635677989034,3.837741388398266,hacabox
AACI02000653.1/4337-4144,1.9278562088196187,3.78308230342112,hacabox
