nameseq,k1,k2,label
FR796426.1/380009-380073,1.9912350761844932,3.8063038618967613,hacabox
FN554974.1/4230305-4230238,1.9784854218558248,3.8548618179837058,hacabox
HE575324.1/4513176-4513109,1.9310345168988767,3.723348694553371,hacabox
AAHK01000645.1/3393-3461,1.985113277217706,3.8667718570145184,hacabox
nameseq,k1,k2,label
FR796426.1/380009-380073,1.9912350761844932,3.8063038618967613,hacabox
FN554974.1/4230305-4230238,1.9784854218558248,3.8548618179837058,hacabox
HE575324.1/4513176-4513109,1.9310345168988767,3.723348694553371,hacabox
AAHK01000645.1/3393-3461,1.985113277217706,3.8667718570145184,hacabox
