nameseq,k1,k2,label
AJ609454.1/1-139,1.95504546182131,3.7915276768170365,hacabox
AC007448.14/61996-61858,1.9481022327565878,3.775014574439759,hacabox
Z77249.2/39964-40102,1.9498362664229887,3.799346284035554,hacabox
AJ236935.1/1495-1357,1.9513927688882244,3.7957141979942466,hacabox
nameseq,k1,k2,label
AJ609454.1/1-139,1.95504546182131,3.7915276768170365,hacabox
AC007448.14/61996-61858,1.9481022327565878,3.775014574439759,hacabox
Z77249.2/39964-40102,1.9498362664229887,3.799346284035554,hacabox
AJ236935.1/1495-1357,1.9513927688882244,3.7957141979942466,hacabox
