nameseq,k1,k2,label
AEAB01027627.1/3905-3978,1.8421801597297351,3.5543701678181754,cdbox
AADG06002824.1/6841-6765,1.8309688004201654,3.6022082705887817,cdbox
AEVX01005495.1/1202-1277,1.8283202722230962,3.5408000433349676,cdbox
AJ784369.2/7-85,1.9339092071955446,3.785107355284821,cdbox
nameseq,k1,k2,label
AEAB01027627.1/3905-3978,1.8421801597297351,3.5543701678181754,cdbox
AADG06002824.1/6841-6765,1.8309688004201654,3.6022082705887817,cdbox
AEVX01005495.1/1202-1277,1.8283202722230962,3.5408000433349676,cdbox
AJ784369.2/7-85,1.9339092071955446,3.785107355284821,cdbox
