nameseq,k1,k2,label
AJ010684.1/1-113,1.951644166807405,3.77439706661077,cdbox
AAEU02000113.1/4030-4142,1.961423604193774,3.787255924972014,cdbox
AAPU01010632.1/32660-32544,1.9159544773520083,3.6632951708255423,cdbox
AADE01000150.1/100636-100752,1.9081588253619812,3.6276885835433936,cdbox
nameseq,k1,k2,label
AJ010684.1/1-113,1.951644166807405,3.77439706661077,cdbox
AAEU02000113.1/4030-4142,1.961423604193774,3.787255924972014,cdbox
AAPU01010632.1/32660-32544,1.9159544773520083,3.6632951708255423,cdbox
AADE01000150.1/100636-100752,1.9081588253619812,3.6276885835433936,cdbox
