nameseq,k1,k2,label
BA000001.2/535542-535480,1.9980166509679906,3.7845268604671745,cdbox
AJ248287.2/209210-209272,1.9980166509679906,3.77594510279557,cdbox
L77117.1/260391-260453,1.9801307171591935,3.727917586203837,cdbox
Y18930.1/78510-78450,1.9492567033826766,3.7144093452479403,cdbox
nameseq,k1,k2,label
BA000001.2/535542-535480,1.9980166509679906,3.7845268604671745,cdbox
AJ248287.2/209210-209272,1.9980166509679906,3.77594510279557,cdbox
L77117.1/260391-260453,1.9801307171591935,3.727917586203837,cdbox
Y18930.1/78510-78450,1.9492567033826766,3.7144093452479403,cdbox
