nameseq,k1,k2,label
AJ532507.1/1-76,1.9970513465264101,3.7953196139662717,cdbox
AJ532506.1/1-77,1.9928699714093796,3.748947179850017,cdbox
AJ532509.1/6-77,1.9719737607296912,3.7254315926483508,cdbox
AJ532505.1/2-77,1.9919924034538559,3.6967709054255398,cdbox
nameseq,k1,k2,label
AJ532507.1/1-76,1.9970513465264101,3.7953196139662717,cdbox
AJ532506.1/1-77,1.9928699714093796,3.748947179850017,cdbox
AJ532509.1/6-77,1.9719737607296912,3.7254315926483508,cdbox
AJ532505.1/2-77,1.9919924034538559,3.6967709054255398,cdbox
