nameseq,k1,k2,label
AJ298135.1/1-115,1.97876016432213,3.8818231934600806,cdbox
AY013245.2/61987-62105,1.9903441965882886,3.9043388474864846,cdbox
AY013245.2/57789-57907,1.9899767619256528,3.9029775684787564,cdbox
AJ489952.1/1-119,1.9899767619256528,3.9126360565711327,cdbox
nameseq,k1,k2,label
AJ298135.1/1-115,1.97876016432213,3.8818231934600806,cdbox
AY013245.2/61987-62105,1.9903441965882886,3.9043388474864846,cdbox
AY013245.2/57789-57907,1.9899767619256528,3.9029775684787564,cdbox
AJ489952.1/1-119,1.9899767619256528,3.9126360565711327,cdbox
