nameseq,k1,k2,label
CR382130.1/3357485-3357571,1.9259479337301983,3.6563716101612154,cdbox
AF064283.1/1-90,1.8605239609015258,3.535917869569154,cdbox
CR382123.1/242557-242465,1.8917585378005715,3.693066873211155,cdbox
U10397.1/27874-27969,1.8506625788065534,3.5472175451096533,cdbox
nameseq,k1,k2,label
CR382130.1/3357485-3357571,1.9259479337301983,3.6563716101612154,cdbox
AF064283.1/1-90,1.8605239609015258,3.535917869569154,cdbox
CR382123.1/242557-242465,1.8917585378005715,3.693066873211155,cdbox
U10397.1/27874-27969,1.8506625788065534,3.5472175451096533,cdbox
