nameseq,k1,k2,label
Z75186.1/359-138,0.7354516678841003,0.9292193034540652,hacabox
AABY01000003.1/33612-33389,0.7358498086734694,0.92851253795572,hacabox
AACH01000317.1/2350-2128,0.7370347282269902,0.9265887509130752,hacabox
AACG02000027.1/92408-92183,0.7314981596052941,0.9257876543209876,hacabox
AACI02000485.1/4731-4508,0.7402742346938775,0.9284723199742605,hacabox
nameseq,k1,k2,label
Z75186.1/359-138,0.7354516678841003,0.9292193034540652,hacabox
AABY01000003.1/33612-33389,0.7358498086734694,0.92851253795572,hacabox
AACH01000317.1/2350-2128,0.7370347282269902,0.9265887509130752,hacabox
AACG02000027.1/92408-92183,0.7314981596052941,0.9257876543209876,hacabox
AACI02000485.1/4731-4508,0.7402742346938775,0.9284723199742605,hacabox
