nameseq,k1,k2,label
AAHK01023180.1/366-436,0.7435032731600872,0.9281632653061225,hacabox
AAGZ01000003.1/1698082-1698152,0.7415195397738543,0.926530612244898,hacabox
FR799009.1/1588669-1588741,0.7307187089510228,0.9263117283950617,hacabox
FN554972.1/1645844-1645914,0.7415195397738543,0.926530612244898,hacabox
nameseq,k1,k2,label
AAHK01023180.1/366-436,0.7435032731600872,0.9281632653061225,hacabox
AAGZ01000003.1/1698082-1698152,0.7415195397738543,0.926530612244898,hacabox
FR799009.1/1588669-1588741,0.7307187089510228,0.9263117283950617,hacabox
FN554972.1/1645844-1645914,0.7415195397738543,0.926530612244898,hacabox
