nameseq,average,median,maximum,minimum,peak,none_levated_peak,sample_standard_deviation,population_standard_deviation,percentile15,percentile25,percentile50,percentile75,amplitude,variance,interquartile_range,semi_interquartile_range,coefficient_of_variation,skewness,kurtosis,label
AAEL01000384.1/2844-2571,342.50000000000006,253.2750494089326,1936.0,12.413740091074894,0.2666666666666666,5.444298512146442,325.8623175514469,326.45858944544653,83.45693321656938,125.6383460748158,253.2750494089326,469.73759696164717,1923.586259908925,106575.21062271063,344.0992508868314,172.0496254434157,0.951422824967728,0.8214354264234375,0.25574278782788196,cdbox
AAEE01000003.1/883306-883038,343.24999999999983,252.37675759782783,1806.25,1.951869814368414,0.2612284535081332,5.435607829072448,320.3353711346907,320.93245528959665,44.71531644384244,101.02896534366958,252.37675759782783,498.7194609843985,1804.2981301856316,102997.64085820896,397.6904956407289,198.84524782036445,0.9332421591688008,0.8510447230377447,0.2593298189273985,cdbox
AAZY02000001.1/850089-849864,296.5,203.04347343228545,1525.1059462005346,0.4238997066804673,0.2540753232152895,4.846861383161332,278.08676703503886,278.70405251608537,62.42618956438508,103.80441721298425,203.04347343228545,402.7687155249328,1524.6820464938542,77675.94888888887,298.9642983119486,149.4821491559743,0.9378980338449877,1.008208994237461,0.249761635322684,cdbox
ABPA01000112.1/172751-172525,276.74999999999983,208.73734564437748,1746.3555225599828,0.6748610557672967,0.2734116230051191,5.160596137491814,272.42086006765334,273.0228958517802,32.2724285836802,83.18059390575426,208.73734564437748,414.34876213580515,1745.6806615042155,74541.50165929201,331.16816823005087,165.58408411502543,0.9843572179499674,0.7489806875148841,0.289253510632133,cdbox
ABDB01000050.1/749589-749691,129.75000000000003,82.79161395917606,923.4886406231512,3.7489185770991793,0.26461143224149003,3.4223873374926783,158.16565682852902,158.93908763558252,31.765327356260205,46.408601468592956,82.79161395917606,140.40895156277247,919.7397220460521,25261.63357843138,94.00035009417951,47.000175047089755,1.2190031354799922,0.8906810805028165,0.17716896325014833,cdbox
ABFO01000069.1/3951-4046,129.99999999999997,82.05173313464591,607.0339856394013,1.0172516073329785,0.2461538461538462,3.2410719857278045,136.2791253273956,136.99450622868824,14.78484104875472,26.56929735565771,82.05173313464591,197.28291469733148,606.0167340320684,18767.4947368421,170.71361734167377,85.35680867083688,1.0483009640568894,1.0555160245598205,0.24934963496813667,cdbox
AM270162.1/34733-34641,139.24999999999997,124.33968856567964,515.4839548516412,3.869484562297852,0.2226211849192101,2.9311091785373966,126.38334542177618,127.06835502132735,27.71427399598215,40.393026484801844,124.33968856567964,184.4243819854209,511.6144702893434,16146.366847826086,144.03135550061904,72.01567775030952,0.9076003261886981,0.3539306081325945,0.2675949980570595,cdbox
AACD01000017.1/202498-202407,129.00000000000006,71.56494083678751,667.7174090409037,0.6893346476618052,0.23772609819121437,3.161503375023866,152.04933409916663,152.882487372017,19.670800064899407,31.36230993023126,71.56494083678751,182.32532820192102,667.0280743932419,23373.054945054937,150.96301827168978,75.48150913584489,1.178677008520671,1.1332188891880324,0.2201921553468074,cdbox
AP007169.1/1056814-1056914,147.24999999999997,96.5727369186491,619.1444030713378,6.195356207472484,0.22863610639501983,3.070030006510924,137.4054220182013,138.0907400950549,37.46561170279604,57.119718864916855,96.5727369186491,204.86314287892515,612.9490468638653,19069.052500000005,147.7434240140083,73.87171200700415,0.9331437828061211,1.1064467981759398,0.217609377706606,cdbox
AM920431.1/1133479-1133568,130.49999999999997,80.65357771754292,738.1265311762237,0.12630444345103056,0.22988505747126442,3.045840675128342,153.49348520377012,154.35339941223307,15.972008608759452,32.873381874896005,80.65357771754292,176.70200367573878,738.0002267327727,23824.971910112356,143.82862180084277,71.91431090042138,1.176195288917779,0.9742385264680807,0.29900927740138533,cdbox
AACD01000006.1/37257-37396,188.99999999999986,109.079733189501,1327.169977139915,0.09552330118146692,0.24691358024691376,3.917837755752724,219.70434679359437,220.49323388043078,28.13251569682203,52.1550924824069,109.079733189501,272.9209676007764,1327.0744538387337,48617.26618705035,220.7658751183695,110.38293755918475,1.16245686134177,1.0912883788173051,0.26961556237198314,cdbox
AM920430.1/196085-195955,178.74999999999994,130.26499157063506,1277.380278522272,1.4132466314761134,0.24428904428904435,3.696679021580781,210.79166254859325,211.6008465702129,32.82895602565067,63.605252324521665,130.26499157063506,219.18292512087373,1275.9670318907959,44774.91826923078,155.57767279635206,77.78883639817603,1.1792540562159066,0.6900416436279271,0.24219418269976786,cdbox
ABKH01000411.1/150082-150224,193.75000000000003,124.97705466161104,1056.25,0.2545365616202696,0.24602150537634404,3.837006265329811,198.7608487605142,199.45948307193603,40.96300876939964,70.9107893202778,124.97705466161104,231.24512402227887,1055.9954634383798,39784.08538732394,160.33433470200106,80.16716735100053,1.025862445215557,1.0380255332062873,0.19284189105869423,cdbox
